id_persona|nivel_estudio|institucion|colegio|adeuda_materias_secundario|titulo|razon_abandono
56287|Secundario||INSTITUTO SIERRAS BAYAS DIPREGEP 4542||BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
56288|Secundario||COLEGIO DE LA SIERRA|||
56289|Secundario||COLEGIO SAN JOSE||BACHILLER CON ORIENTACION EN CIENCIAS HUMANAS|
56291|Secundario||INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ||PERITO MERCANTIL O BACH. COMERCIAL|
56291|Superior|INSTITUTO SAN JOSÉ||||
56292|Secundario||COLEGIO SAN CAYETANO||MODALIDAD CIENCIAS NATURALES|
56293|Secundario||INSTITUTO SAGRADA FAMILIA|||
56294|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA|||
56296|Secundario||COLEGIO SAN JOSE||BACHILLER EN HUMANIDADES Y CS SOCIALES|
56297|Secundario||COLEGIO SAN JOSE||BACHILLER CON ORIENTACION EN CIENCIAS ECONOMICAS|
56298|Secundario||INSTITUTO INMACULADA CONCEPCION DIPREGEP N° 4106|||
56299|Secundario||COLEGIO DE LA SIERRA|||
56300|Secundario||ESCUELA DE EDUCACIÓN SECUNDARIA BÁSICA N° 8|||
56301|Secundario||ESCUELA DE EDUCACION MEDIA N°1 MINISTRO ZARINI|||
56302|Secundario||INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ||BACHILLER CONTABLE|
56304|Secundario||COLEGIO SAN JOSE||PERITO MERCANTIL ESPECIALIZADO EN ADMINISTRACIÓN DE EMPRESAS|
56305|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA||Bachiller en Promoción Socio Cultural|
56306|Secundario||COLEGIO SAN IGNACIO|||
56307|Secundario||ESCUELA POLIMODAL SAN FRANCISCO||ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
56307|Universitario|FACULTAD DE MEDICINA BARCELO||||
56308|Secundario||ESCUELA NACIONAL DE COMERCIO FUERTE INDEPENDENCIA||BACHILLER CON ORIENTACION EN CIENCIAS ECONOMICAS|
56309|Secundario||COLEGIO SAN JOSE||HUMANIDADES Y CIENCIAS SOCIALES|
56310|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA||BACHILLER PROGRAMADOR DE COMPUTADORAS.|
56311|Secundario||COLEGIO SAN JOSE||BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
56312|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA||TÉCNICO OPERADOR Y PROGRAMADOR DE COMPUTADORAS|
56313|Secundario||ESCUELA DE EDUCACION MEDIA NRO.3 DR. BENITO JUAREZ||MODALIDAD CIENCIAS NATURALES|
56314|Secundario||COLEGIO SAGRADA FAMILIA||BACHILLER EN ADMINISTRACION DE EMPRESAS|
56315|Secundario||CENTRO DE ESTUDIOS SUPERIOR DEL SUR|||
56316|Secundario||ESCUELA POLIMODAL NRO. 1 RODOLFO PIROVANO||BACHILLER CON ORIENTACION CONTABLE|
56318|Secundario||ESCUELA NACIONAL DE COMERCIO||BACHILLER CON ORIENTACION EN MEDIOS DE COMUNICACION|
56318|Universitario|UNICEN CAMPUS UNIVERSITARIO||||
56319|Secundario||COLEGIO DE LA SIERRA||BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
56320|Secundario||ESCUELA DE EDUCACION MEDIA N°1 MINISTRO ZARINI|||
56322|Secundario||ESCUELA DE EDUCACION TECNICA NRO.2 ING. FELIPE SENILLOSA|||
56323|Secundario||ESCUELA CRISTIANA EVANGELICA||HUMANIDADES Y CIENCIAS SOCIALES|
56324|Secundario||ESCUELA DE EDUCACION TECNICA NRO.2 ING. FELIPE SENILLOSA|||
56325|Secundario||COLEGIO SAGRADA FAMILIA|||
56326|Secundario||COLEGIO SAN IGNACIO|||
56327|Secundario||INSTITUTO LA SALETTE||TÉCNICO EN COMPUTACION|
56328|Secundario||CENTRO DE ESTUDIOS SUPERIOR DEL SUR||TECNICO EN INFORMATICA PERSONAL Y PROFESIONAL|
56329|Secundario||ESCUELA NACIONAL DE COMERCIO FUERTE INDEPENDENCIA||ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
56332|Secundario||COLEGIO SAN JOSE||HUMANIDADES Y CIENCIAS SOCIALES|
56336|Secundario||ESCUELA DE EDUCACION MEDIA NRO. 8 FUERTE DE LA INDEPENDENCIA|||
56337|Secundario||ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA  N° 2 ING. FELIPE SENILLOSA||PERITO AUXILIAR EN SERVICIOS HIDROGRAFICOS (OCEANOGRAFO)|
56338|Secundario||ESCUELA POLIMODAL NRO. 1 LUCIO V MANSILLA||BACHILLER EN EDUCACION FISICA|
56338|Superior|INSTITUTO DE EDUCACION SUPERIOR TANDIL||||
56339|Secundario||COLEGIO NUESTRA TIERRA|||
56340|Secundario||ESCUELA DE EDUCACION TECNICA NRO 2 VICENTE PEREDA|||
56341|Secundario||COLEGIO SAN JOSE||HUMANIDADES: CIENCIAS SOCIALES|
56342|Secundario||INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ|||
56343|Secundario||COLEGIO SAN JOSE||BACHILLER CON ORIENTACION EN CIENCIAS ECONOMICAS|
56344|Secundario||INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ||ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
56345|Secundario||INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ|||
56346|Secundario||INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ|||
56347|Secundario||COLEGIO SAN JOSE|||
56348|Secundario||COLEGIO SAGRADA FAMILIA|||
56350|Secundario||COLEGIO SAGRADA FAMILIA|||
56351|Secundario||CENTRO DE ESTUDIOS SUPERIOR DEL SUR||TECNICO EN INFORMATICA PERSONAL Y PROFESIONAL|
56352|Secundario||COLEGIO SAN JOSE||BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
56353|Secundario||COLEGIO DE LA SIERRA|||
56354|Secundario||ESCUELA DE EDUCACION MEDIA NRO.4 MARCIANO M ALDUNCIN||PERITO MERCANTIL ESPECIALIZADO EN ADMINISTRACIÓN DE EMPRESAS|
56354|Superior|POLICÍA||||
56356|Secundario||ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA  N° 2 ING. FELIPE SENILLOSA|||
56357|Secundario||ESCUELA MEDIA NRO. 2 FLORENTINO AMEGHINO||PERITO MERCANTIL ESPECIALIZADO EN ADMINISTRACIÓN DE EMPRESAS|
56358|Secundario||INSTITUTO NTRA.SRA.DEL ROSARIO||BACHILLER CON ESPECIALIZACION EN CIENCIAS EXACTAS Y NATURALES|
56359|Secundario||ESCUELA SECUNDARIA Nº1 PROF. NESTOR SANTIAGO RODRIGUEZ|||
56360|Secundario||INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ|||
56361|Secundario||ESCUELA MEDIA NRO. 2 FLORENTINO AMEGHINO||ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
56363|Secundario||ESCUELA AGROP.E.DIAZ VELEZ||BACHILLER AGRARIO|
56364|Secundario||INSTITUTO INMACULADA CONCEPCION DIPREGEP N° 4106||BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
56365|Secundario||ESCUELA DE EDUCACION SECUNDARIA NRO.11-POLIVALENTE DE ARTE|||
56366|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA||MAESTRO MAYOR DE OBRA|
56366|Universitario|CAMPUS, TANDIL||||
56367|Secundario||INSTITUTO SECUNDARIO ARGENTINO DANES ALTAMIRA|||
56368|Secundario||COLEGIO SAN JOSE|||
56369|Secundario||COLEGIO INTEGRAL DE EDUCACION RIO GRANDE||HUMANIDADES: IDIOMAS|
56370|Secundario||COLEGIO SAN IGNACIO|||
56371|Secundario||ESCUELA MODELO ARGENTINA||PERITO MERCANTIL ESPECIALIZADO EN ADMINISTRACIÓN DE EMPRESAS|
56372|Superior|UNIVERSIDAD ATLANTIDA ARGENTINA||||
56373|Secundario||ESCUELA TECNICA Nº2 ING. FELIPE SENILLOSA|||
56374|Secundario||CENTRO DE ESTUDIOS SUPERIOR DEL SUR|||
56375|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA|N|TECNICO EN INFORMATICA PERSONAL Y PROFESIONAL|
56376|Secundario||ESCUELA POLIMODAL NRO. 2 FLORENTINO AMEGHINO||BACHILLER CON ESPECIALIZACION EN CIENCIAS ECONOMICAS|
56377|Secundario||INSTITUTO SECUNDARIO DE RAUCH|||
56378|Secundario||COLEGIO ALEMAN DE TEMPERLEY||BACHILLER CON ESPECIALIZACION EN PEDAGOGIA|
56380|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA||BACHILLER AUXILIAR EN PROGRAMACION|
56381|Secundario||INSTITUTO NTRA.SRA.DEL ROSARIO||HUMANIDADES Y CIENCIAS SOCIALES|
56382|Secundario||ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA  N° 2 ING. FELIPE SENILLOSA|||
56383|Secundario||INSTITUTO SIERRAS BAYAS DIPREGEP 4542||BACHILLER CON ESPECIALIZACION EN GESTION Y ADMINISTRACION|
56384|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA||TÉCNICO ELECTROMECANICO|
56385|Secundario||INSTITUTO STELLA MARIS 'ADORATRICES'||ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
56386|Secundario||COLEGIO SAN JOSE||BACHILLER CON ORIENTACION EN CIENCIAS ECONOMICAS|
56387|Secundario||COLEGIO SAN JOSE||BACHILLER CON ORIENTACION EN CIENCIAS HUMANAS|
56389|Secundario||INSTITUTO DEL CARMEN||BACHILLER CONTABLE|
56390|Secundario||ESCUELA TECNICA NRO. 1 CEFERINO NAMUNCURA||Bachiller en Promoción Socio Cultural|
56394|Secundario||ESCUELA SECUNDARIA N°7||PERITO MERCANTIL ESPECIALIZADO EN ADMINISTRACIÓN DE EMPRESAS|
56395|Secundario||ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 CARMELO SANCHEZ|||
56396|Secundario||COLEGIO SAGRADA FAMILIA|||
56397|Secundario||ESCUELA MODELO ARGENTINA||BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
56399|Secundario||COLEGIO NACIONAL JOSE MANUEL ESTRADA||BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES|
56400|Secundario||ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 DOMINGO FAUSTINO SARMIENTO||BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
56400|Superior|IPAT||||
56402|Secundario||ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 CARMELO SANCHEZ||BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
56402|Universitario|UNIVERSIDAD NACIONAL DE MAR DEL PLATA||||
56403|Secundario||INSTITUTO CARLOS TEJEDOR|||
56404|Secundario||COLEGIO DE LA SIERRA||BACHILLER EN CIENCIAS NATURALES|
56405|Secundario||COLEGIO SAGRADA FAMILIA|||
56406|Secundario||ESCUELA HOGAR SAGRADO CORAZON||BACHILLER EN CIENCIAS SOCIALES|
56408|Secundario||INSTITUTO PRIVADO SIERRAS BAYAS|N|BACHILLER CON ORIENTACIÓN EN ECONOMÍA Y ADMINISTRACIÓN|
56409|Secundario||ESC. ADULTOS Nº 34||BACHILLER EN CIENCIAS NATURALES|
56410|Secundario||ESCUELA  DE EDUCACION TECNICA NRO.3||ARTE, DISEÑO Y COMUNICACIONES|
56411|Secundario||COLEGIO SAN IGNACIO||BACHILLER NACIONAL|
56413|Secundario||CENTRO DE ESTUDIOS SUPERIOR DEL SUR||BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
56416|Superior|EDUCACIÓN IT||||
56418|Secundario||COLEGIO ALEMAN DE TEMPERLEY||HUMANIDADES: CIENCIAS SOCIALES|
56419|Secundario||INSTITUTO NTRA.SRA.DEL ROSARIO||HUMANIDADES: CIENCIAS SOCIALES|
56420|Secundario||ESCUELA TECNICA NRO. 1 REPUBLICA DE MEXICO||TÉCNICO ELECTROMECANICO|
56421|Secundario||COLEGIO AYRES DEL CERRO||BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
56424|Secundario||ESCUELA POLIMODAL NRO. 2 JUAN JOSE BERNAL TORRES|||
56425|Secundario||INSTITUTO SIERRAS BAYAS DIPREGEP 4542||BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN|
56426|Secundario||ESCUELA TECNICA NRO. 1 REPUBLICA DE MEXICO||TÉCNICO ELECTROMECANICO|
56427|Secundario||INSTITUTO NTRA.SRA.DEL ROSARIO|||
56428|Secundario||INSTITUTO CARLOS TEJEDOR|||
56429|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA|||
56430|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA||PERITO AUXILIAR EN SERVICIOS HIDROGRAFICOS (OCEANOGRAFO)|
56431|Secundario||INSTITUTO MANUEL BELGRANO||TÉCNICO MECANICO|
56432|Secundario||ESCUELA NORMAL NACIONAL SUPERIOR GRAL. JOSÉ DE SAN MARTÍN|||
56433|Secundario||INSTITUTO SAGRADA FAMILIA DIPREGEP N° 4805||BACHILLER EN CIENCIAS SOCIALES|
56434|Secundario||COLEGIO SAN JOSE||BACHILLER NACIONAL|
56435|Secundario||COLEGIO NACIONAL JOSE MANUEL ESTRADA||BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
56436|Secundario||COLEGIO DAL||ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
56437|Secundario||COLEGIO SAN JOSE||BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES|
56438|Secundario||COLEGIO SAN JOSE||BACHILLER EN CIENCIAS SOCIALES|
56440|Superior|Instituto del Profesorado de Arte Nº 4||||
56442|Secundario||INSTITUTO ARGENTINO MODELO|||
56444|Secundario||ESCUELA AGRARIA NRO. 1||TÉCNICO AGROPECUARIO|
56445|Secundario||CENTRO DE ESTUDIOS SUPERIOR DEL SUR|||
56448|Secundario||ESCUELA MEDIA NRO. 2 FLORENTINO AMEGHINO|||
56449|Secundario||INSTITUTO SANTA TERESA||BACHILLER NACIONAL|
56449|Secundario||INSTITUTO SANTA TERESA|||
56453|Secundario||ESCUELA DE EDUCACIÓN SECUNDARIA Nº 10 GRAL JOSE DE SAN MARTIN||BACHILLER EN CIENCIAS SOCIALES|
56453|Superior|CIBUM||||
56455|Secundario||COLEGIO ALVEAR||BACHILLER AGROTÉCNICO|
56455|Superior|INSTITUTO DE EDUCACION FISICA||||
56458|Secundario||COLEGIO SAN JOSE||BACHILLER CON ESPECIALIZACION EN CIENCIAS SOCIALES Y HUMANAS|
56459|Secundario||BACHILLERATO O/LAB. POLIV. NRO. 23||BACHILLER EN CIENCIAS SOCIALES Y GUIA DE TURISMO|
56459|Superior|INSTITUTO AMEMT||||
56460|Secundario||ECOLE SECONDAIRE MONT-BLEU|||
56463|Secundario||INSTITUTO JESUS SACRAMENTADO||BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
56464|Secundario||CENTRO EDUCATIVO NIVEL SECUNDARIO Nº451||BACHILLER CON ESPECIALIZACION EN CIENCIAS ECONOMICAS|
56466|Secundario||ESCUELA TECNICA NRO. 3||TÉCNICO EN ADMINISTRACION DE EMPRESAS|
56466|Superior|INSTITUTO SUPERIOR SAN JOSE||||
56468|Secundario||ESCUELA NACIONAL NORMAL JOSE MANUEL ESTRADA||CIENCIAS NATURALES, SALUD Y AMBIENTE|
56468|Universitario|UNIVERSIDAD NACIONAL DE LA PLATA||||
56469|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA|||
56470|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA|N|TECNICO EN INFORMATICA PERSONAL Y PROFESIONAL|
56471|Secundario||CENTRO DE ESTUDIOS SUPERIOR DEL SUR|||
56472|Secundario||CENTRO DE ESTUDIOS SUPERIOR DEL SUR||BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
56473|Secundario||COLEGIO SAN JOSE||BACHILLER EN CIENCIAS SOCIALES|
56474|Secundario||ESCUELA TECNICA NRO. 3|||
56475|Secundario||COLEGIO SAN IGNACIO|||
56477|Secundario||ESCUELA  DE EDUCACION TECNICA NRO.3||TÉCNICO OPERADOR Y PROGRAMADOR DE COMPUTADORAS|
56478|Secundario||ESCUELA SECUNDARIA ESPECIALIZADA EN ARTE N°1||BACHILLER|
56479|Secundario||INSTITUTO NUEVA POMPEYA (EX 9001)||BACHILLER NACIONAL|
56480|Secundario||ESCUELA TECNICA NRO. 1 REPUBLICA DE MEXICO||TÉCNICO ELECTROMECANICO|
56481|Secundario||COLEGIO SAGRADA FAMILIA||HUMANIDADES Y CIENCIAS SOCIALES|
56481|Universitario|UNIVERSIDAD DE BUENOS AIRES||||
56482|Secundario||INSTITUTO SANTA ROSA DE LIMA||BACHILLER EN CIENCIAS SOCIALES|
56482|Universitario|UNIVERSIDAD DE BUENOS AIRES||||
56483|Secundario||ESCUELA TECNICA NRO. 1 CEFERINO NAMUNCURA||Bachiller en Promoción Socio Cultural|
56487|Secundario||ESCUELA TECNICA NRO. 1 JUAN LABAT||TÉCNICO ELECTROMECANICO|
56488|Secundario||ESCUELA DE EDUCACION TECNICA NRO.2 ING. FELIPE SENILLOSA||BACHILLER MODALIDAD BIENES Y SERVICIOS|
56489|Secundario||ESCUELA  DE EDUCACION MEDIA NRO.3 FLORENTINO AMEGHINO||AUXILIAR ADM.CONTABLE|
56489|Universitario|UNICEN||||
56490|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA||MAESTRO MAYOR DE OBRA|
56491|Secundario||COLEGIO SAN JOSE||BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN|
56492|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA||Bachiller en Promoción Socio Cultural|
56493|Secundario||COLEGIO SAGRADA FAMILIA||PERITO MERCANTIL ESPECIALIZADO EN ADMINISTRACIÓN DE EMPRESAS|
56494|Secundario||ESCUELA DE EDUCACION MEDIA N°1 MINISTRO ZARINI||CIENCIAS NATURALES, SALUD Y AMBIENTE|
56495|Secundario||COLEGIO MARIANO MORENO|N|BACHILLER CON ORIENTACIÓN EMPRESARIAL|
56496|Secundario||PRIM.ADULTOS NRO. 16 'JOSE MANUEL ESTRADA' ANEXO 3||PERITO MERCANTIL ESPECIALIZADO EN ADMINISTRACIÓN DE EMPRESAS|
56497|Secundario||COLEGIO SAN JOSE||BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.|
56497|Universitario|UNICEN||||
56498|Secundario||ESCUELA SECUNDARIA NRO 10 DR. RENE FAVALORO||BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
56498|Superior|UNTREF||||
56499|Secundario||C.E.N.S. NRO 451 PLAN FINES||BACHILLER CON ESPECIALIZACION EN GESTION Y ADMINISTRACION|
56499|Universitario|Facultad de ciencias económicas||||
56500|Secundario||COLEGIO SAN JOSE||BACHILLER EN CIENCIAS SOCIALES|
56501|Secundario||GENERAL FRANCISCO RAMIREZ TECNICA 1||TÉCNICO MECÁNICO ELECTRICISTA|
56502|Secundario||INSTITUTO EXCELSIOR||BACHILLER CON CAPACITACION LABORAL EN ECON. Y GESTION DE LAS ORGAN.|
56503|Secundario||ESC.NORMAL SUP. SARMIENTO||BACHILLER CON ORIENTACION EN CIENCIAS EX. Y NATURALES|
56503|Secundario||ESCUELA POLIMODAL NRO. 10 JOSE MANUEL ESTRADA||TÉCNICO EN ELECTROMECÁNICA|
56504|Secundario||PRIM.ADULTOS NRO. 16 'JOSE MANUEL ESTRADA' ANEXO 3||BACHILLER CIENCIAS SOCIALES AUXILIAR DERECHO PENAL|
56505|Secundario||ESCUELA SEC. MUNIC. DE EDUC. TEC. NRO 1||TÉCNICO EN PROCESOS PRODUCTIVOS|
56505|Universitario|Universidad Nacional de Mar del Plata||||
56506|Secundario||COLEGIO SAN JOSE||BACHILLER EN CIENCIAS SOCIALES|
56507|Secundario||ESCUELA NORMAL NACIONAL SUPERIOR GRAL. JOSÉ DE SAN MARTÍN||BACHILLER COMUN|
56509|Secundario||COLEGIO SAN JOSE||PERITO MERCANTIL O BACH. COMERCIAL|
56509|Universitario|UNICEN||||
56512|Secundario||INSTITUTO SAGRADA FAMILIA DIPREGEP N° 4805||HUMANIDADES: CIENCIAS SOCIALES|
56512|Universitario|UNIVERSIDAD NACIONAL DE LA PLATA||||
56513|Secundario||ESCUELA  DE EDUCACION TECNICA NRO.3|N|Técnico en Multimedios|
56514|Posgrado|Itba||N|Postgrado En Telecomunicaciones|
56514|Secundario||INSTITUTO NUESTRA SEÑORA DEL HUERTO||BACHILLER NACIONAL|
56514|Superior|Utn||N|Ingeniera Electrónica|
56514|Universitario|UTN||||
56515|Secundario||ATAHUALPA YUPANQUI 118||BACHILLER EN CIENCIAS SOCIALES|
56515|Universitario|UNIVERSIDAD AUTONOMA DE ENTRE RIOS||||
56517|Superior|UTN||||
56518|Secundario||ESCUELA DE EDUCACION TECNICA NRO 1||TÉCNICO MECÁNICO ELECTRICISTA|
56518|Superior|ISFDT N° 10||||
56520|Secundario||ESCUELA NORMAL NACIONAL SUPERIOR DE PUNTA ALTA||BACHILLER|
56521|Secundario||INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ||BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
56522|Secundario||ESCUELA NORMAL SUPERIOR BERNARDINO RIVADAVIA -MEDIA NRO.6-||BACHILLER NACIONAL|
56522|Universitario|Unicen||||
56523|Secundario||ESCUELA SECUNDARIA Nº1 LUCIO V MANSILLA||BACHILLER EN EDUCACION FISICA|
56523|Universitario|Facultad de Ingeniería - Universidad Nacional del Centro de la Provincia de Buenos Aires||||
56524|Secundario||INSTITUTO SAN FRANCISCO DE ASIS||BACHILLER|
56525|Secundario||INSTITUTO MADRE DE LA DIVINA GRACIA||BACHILLER EN CIENCIAS NATURALES|
56525|Universitario|FAcultad de CIencias Economicas, UNLP||||
56526|Secundario||ESCUELA SECUNDARIA Nº3 CARMELO SANCHEZ||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
56527|Secundario||ESCUELA DE EDUCACION SECUNDARIA Nº18||BACHILLER EN COMUNICACION SOCIAL|
56528|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA||TÉCNICO ELECTROMECANICO|
56529|Secundario||ESCUELA TECNICA NRO. 1||TÉCNICO EN PRODUCCIÓN AGROPECUARIA|
56530|Secundario||ESCUELA MEDIA NRO. 2 FLORENTINO AMEGHINO||ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
56531|Secundario||"Instituto ""Del Carmen"" de Cacharí"||HUMANIDADES Y CIENCIAS SOCIALES|
56531|Superior|INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICO N°6||||
56532|Secundario||ESCUELA SECUNDARIA NRO. 8||BACHILLER PEDAGÓGICO|
56532|Superior|ISFDYT N°43 LOBOS||||
56533|Secundario||INSTITUTO SAGRADA FAMILIA||HUMANIDADES Y CIENCIAS SOCIALES|
56533|Universitario|UNIVERSIDAD NACIONAL DE LA PLATA||||
56534|Secundario||ESCUELA POLIMODAL NRO. 9 EXPEDICIONARIO AL DESIERTO||BACHILLER EN CIENCIAS NATURALES|
56534|Superior|INSTITUTO DE FORMACIÓN DOCENTE Y TÉCNICA N°20||||
56535|Secundario||ESCUELA SECUNDARIA Nº1 FRANCISCO N DE LAPRIDA||BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.|
56537|Secundario||INSTITUTO SAGRADA FAMILIA DIPREGEP N° 4805||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
56537|Universitario|UNICEN||||
56538|Secundario||ESCUELA TECNICA NRO. 1 JUAN LABAT||ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
56539|Secundario||INSTITUTO SIERRAS BAYAS DIPREGEP 4542||PERITO MERCANTIL ESPECIALIZADO EN ADMINISTRACIÓN DE EMPRESAS|
56541|Secundario||COLEGIO LIBERTAS||ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
56542|Secundario||ESCUELA NORMAL SUPERIOR JOSE MANUEL ESTRADA||BACHILLER CON ESPECIALIZACION EN CIENCIAS SOCIALES|
56542|Universitario|UNICEN QUEQUEN||||
56543|Secundario||INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ||BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
56545|Secundario||U.E.P. NRO. 24-SAN JOSE||CIENCIAS NATURALES, SALUD Y AMBIENTE|
56545|Superior|"I.E.S. ""RENE FAVALORO"""||||
56546|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA|||
56548|Secundario||ESCUELA NORMAL SUPERIOR ESTADO UNIDOS DEL BRASIL||BACHILLER PEDAGÓGICO|
56548|Superior|INST. SUPERIOR ANTONIO RUIZ DE MONTOYA||||
56549|Universitario|FLACSO||||
56550|Secundario||ESCUELA POLIMODAL NRO. 1 DON CESAR GASCON||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
56550|Superior|SUETRA||||
56551|Universitario|UNIVERSIDAD NACIONAL DEL CENTRO||||
56553|Secundario||ESCUELA POLIMODAL NRO. 6 BERNARDINO RIVADAVIA||BACHILLER|
56553|Universitario|UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES||||
56554|Secundario||ESCUELA POLIMODAL NRO. 3 CARMELO SANCHEZ||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
56555|Secundario||ESCUELA SECUNDARIA Nº1 FRANCISCO N DE LAPRIDA||BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
56556|Secundario||ESCUELA DE EDUCACION MEDIA NRO. 8 FUERTE DE LA INDEPENDENCIA||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
56556|Secundario||ESCUELA NACIONAL DE COMERCIO||BACHILLER ADMINISTRATIVO CONTABLE|
56556|Superior|Instituto Bristol||||
56557|Secundario||INSTITUTO JUAN B. ALBERDI||CICLO BASICO CON ESPEC. EN QUIMICA.|
56557|Universitario|Facultad de Economicas||||
56558|Secundario||ESCUELA POLIMODAL NRO. 10 GRAL JOSE DE SAN MARTIN||BACHILLER C/ ESP.EN LENGUAS VIVAS/LENGUAS MODERNAS|
56558|Universitario|UNICEN||||
56560|Secundario||ESC. SECUNDARIA BASICA NRO. 10||BACHILLER CON ORIENTACION HUMANISTICO SOCIAL|
56560|Universitario|Unicen||||
56561|Secundario||ESCUELA TECNICA NRO. 3||PERITO AUXILIAR EN SERVICIOS HIDROGRAFICOS (OCEANOGRAFO)|
56562|Secundario||COLEGIO FERNANDO MAZUERA VILLEGAS||AUXILIAR TÉCNICO P/ LABORATORIO QUIMICO|
56563|Secundario||ESCUELA DE EDUCACION MEDIA NRO.8 CORONEL ALVARO BARROS|||
56563|Universitario|UNCPBA||||
56566|Secundario||ESCUELA NACIONAL DE COMERCIO FUERTE INDEPENDENCIA||PERITO MERCANTIL O BACH. COMERCIAL|
56567|Secundario||INSTITUTO PRIVADO CARLOS GUIDO SPANO||PERITO MERCANTIL|
56568|Secundario||GENERAL MARTIN MIGUEL DE GUEMES 2||BACHILLER|
56568|Superior|INSTITUTO SUPERIOR DE DISCIPLINAS INDUSTRIALES Y CIENCIAS AGROPECUARIAS||||
